CustomerID,Age,Balance,Transactions,CreditScore,Tenure,Income,NumProducts,HasCreditCard,IsActiveMember,Churn
417365a1-9c86-49ef-b431-44b1d89ba4c5,43,78602.68,269,528,17,159052.93,1,1,0,0
e9066a9b-d517-4f9d-aa94-a82f2a38cc24,35,51340.92,286,312,18,91615.83,2,1,0,0
9f486f1b-6ad8-4949-85e0-1ebc8fcbff4e,47,20524.39,55,766,20,140605.86,4,1,1,0
7f80bcd6-5eba-4c00-996f-58b751075d13,40,62669.6,414,716,25,98872.15,2,0,0,0
a7bb4c32-1803-4128-8e6e-8a0b82f76308,28,44958.97,265,439,1,159208.59,1,0,1,0
2cd35c91-69c9-4ea6-beed-a88453162fdb,79,69592.9,107,531,10,90576.84,3,0,0,0
08c724b9-2182-4b1c-a9fb-8c2303a254ef,50,23769.64,221,723,23,186923.93,2,1,1,0
1194c858-8076-4c74-9e08-92cc8b5f4317,68,52521.09,233,526,19,82115.07,1,0,0,0
3404da54-aa2e-4d79-9ec2-290720be9f64,57,93327.19,156,572,6,142129.99,2,1,1,0
7f963307-9b78-40cf-817a-0627df41f8ba,54,88497.03,68,517,17,70690.89,2,0,1,0
5d733de9-1d61-4d48-982e-5b320150abd9,34,70653.99,247,793,19,76138.3,3,1,1,0
0d6dbbec-70f3-47fe-aec2-1ece47306938,45,26178.75,210,746,12,53431.95,4,1,1,0
a9955f24-8813-4768-9d96-b9d5af6aff1f,44,9326.82,400,483,12,69131.0,3,1,0,0
e4c74604-827c-41d5-9f45-8fae02d55893,51,19020.4,408,809,22,139144.45,2,1,1,0
b45a3380-4609-43df-8a11-bde6fe2c6100,36,90445.54,5,494,26,189475.92,1,0,0,0
5d1ce32c-af93-4db6-8f5e-edc62fc49bef,70,25020.87,175,461,23,179225.64,4,1,0,0
16c1aebc-f59b-4ab2-8624-3924ee905a52,65,69136.48,129,545,25,151348.14,3,1,0,0
5ba1d7a0-cc36-4e88-b41f-d1d1a1195472,66,82267.22,469,745,29,115661.88,2,0,0,1
3dccd955-ac6d-4b6d-a1e8-8c0f9441b57e,63,59648.59,302,324,21,125048.91,2,0,1,1
7c85627c-f709-4dec-8ba5-ae18c064d378,65,21869.08,471,390,18,39053.58,3,1,1,0
9fa6c37e-733d-4208-9977-f470c8849821,20,41144.62,138,644,20,21946.0,3,0,0,0
26fce019-67b7-4f20-872c-22085af0b94f,75,57728.05,311,848,24,36590.23,2,0,0,0
d9d71a05-27bf-4383-b6d8-bcc5893bf250,65,78371.66,360,329,11,115812.54,4,0,1,0
f45b381c-971c-4019-b8d3-746c74f6a9b4,25,29706.13,445,737,28,197042.1,1,0,0,0
8f2712b6-8629-4726-8759-fb56d26572c2,73,34817.13,247,842,20,24905.0,1,0,1,0
87f3966c-c540-4f08-ad5b-c01c15e0ee90,64,57486.23,249,490,10,84657.57,1,0,0,0
f316a383-931c-4966-8c76-d00076167847,52,35146.83,8,828,22,57630.69,1,1,0,0
77b44cc1-c945-4644-8caf-6e10b8a75f8f,62,84106.78,366,825,15,45127.8,3,1,0,0
4e4a4b6f-c79a-4aad-ac15-75f3a44e24e5,66,27648.16,163,359,6,142255.85,2,0,0,0
51a7b37c-d732-4a86-9abd-9031e5e61b11,43,93717.18,474,831,6,49019.39,4,1,1,0
83a1a1fb-5302-46af-88f6-0261e4a5fe6b,74,71503.85,13,683,12,40944.53,3,0,0,0
e3b6645e-60a7-4454-9736-122004175624,52,7772.62,403,421,16,28421.45,4,0,0,0
1a4e341d-1a09-4d1e-93c9-1cad2beab05a,60,96229.92,355,463,13,115698.98,4,1,0,0
8e3ba8f6-9e30-4cc0-b9af-62d9d51dbf2f,64,28871.73,296,486,16,168914.39,2,1,0,0
aec4fb0c-ff92-46d2-b175-c50edecd5239,49,87945.09,287,435,24,194361.43,3,0,0,0
8374748d-a8c4-444d-ac35-fbc5dd724d21,25,5116.42,364,670,7,134374.58,1,1,0,0
be9c9383-2481-4bba-9131-f9b9538b4a35,55,53176.27,197,722,28,99902.69,2,0,0,1
08ad35c3-78d1-4b6c-b980-dafcd69b92e0,23,94323.16,494,303,29,184710.93,4,1,1,0
85c3fe25-e788-4162-a8b0-c1fa73b71d87,75,51458.13,229,501,20,58736.81,4,0,0,0
beb5b7e9-68ed-45e1-98e2-91505a38ce88,28,71313.31,96,687,4,62101.45,3,0,1,0
08e889ca-ae85-4ad8-a172-74b72c9dcf26,23,44113.3,193,449,16,131481.82,1,0,1,0
a0df7448-6ddb-4db0-9642-5be42bc00dd3,77,19194.1,270,524,18,41669.76,1,0,0,0
94f7a8f2-3e59-4bd0-a027-63663d5683af,78,22345.34,47,555,23,95094.82,4,1,0,0
a970527f-be73-4618-b394-d48f7c0d681a,64,75752.57,206,789,25,144273.03,2,0,0,0
7d421552-eac1-4712-ad68-4dda85fc9731,31,16046.53,48,398,11,24267.4,1,1,0,0
5b7b9c29-4e34-4588-8970-47bc12e42d67,34,23224.37,64,557,12,26467.43,2,1,0,0
04bca824-ced1-4d0f-a7e5-501ed52ca2e3,66,1067.72,483,486,26,190416.09,1,1,0,0
ba232c89-d7b6-4a07-b895-1b12c89c94cf,65,69801.86,188,632,4,195284.07,2,1,0,0
717ce97b-ab2b-46eb-8fbe-4c4b4690dd97,32,27222.05,263,311,13,169825.44,1,0,0,0
5e644ff1-301d-4b6d-a7ee-9f80ba416817,53,81748.8,325,389,16,54784.89,2,0,0,1
4f6dbcd7-3cf9-4ac5-ac3a-7f53ef61d616,47,28046.62,270,370,13,176714.1,1,0,0,0
d586ad90-340a-41f5-8283-ef67b7dd31ba,53,69411.18,436,760,10,57545.91,1,0,0,0
88ff407b-0120-4876-ae61-9347043410cc,37,73417.15,319,463,2,93522.0,4,1,0,1
c1fca21f-43c6-497c-a7f3-9046c5653fe8,47,39251.87,471,333,13,64373.58,2,0,1,1
397f0a24-cbdb-406e-a93f-a0b056d4554b,69,31260.0,329,849,6,177521.25,3,0,1,0
741b3d2a-e5a3-457a-a7a5-6d71ad3e154b,21,10648.6,5,577,26,26289.06,4,1,0,1
d7532507-634e-4336-8141-2845f530c158,59,50511.44,68,446,10,162887.26,4,0,0,0
41ee2944-5e51-4a61-b32f-9bb3374be8c9,48,29015.01,181,587,2,98185.07,2,1,1,0
1bcd73d7-189b-40db-8bc1-646c763e4f53,34,50121.02,16,601,7,188197.95,3,1,0,0
6f4ffe2d-a80b-4f75-bd5c-fae967218aa4,38,77973.72,410,605,12,27224.99,1,0,1,0
12af13da-b03e-48c9-a2fa-c9adddae6ae8,64,21110.82,106,685,10,175801.23,4,0,1,0
e2e5e3b3-b102-43b1-a049-a94e9b308229,67,67416.51,493,494,12,47319.57,3,0,1,0
ec48f916-10a8-4e2d-bf58-59fe5ae86438,33,639.95,182,329,20,69666.08,1,1,0,0
89813589-3992-4670-8f18-34fa77cc9e99,59,23409.95,333,660,22,59368.5,1,1,1,0
21562f1d-8911-43d0-b97e-d63cbb0e8af9,74,84959.7,363,582,9,199443.66,4,1,0,1
ef3b0066-4329-4219-b72c-aa9060501087,57,12726.0,346,500,10,34687.77,2,1,1,0
d643a63f-60a8-40e8-9269-3a14a8aca5ce,19,42697.2,124,707,22,73267.77,3,0,1,0
6da26fa7-298e-4e46-a477-4f1ba39f3faa,32,89049.39,156,639,29,24443.15,1,1,1,0
488ad22b-f34c-46ed-92c0-17dc578dc3e9,35,12835.82,162,427,26,93186.3,4,1,1,1
4f458dd5-bea1-4541-b93d-ed89bd8112c3,39,52594.48,336,655,24,162594.42,1,0,1,0
2f085e6e-878e-4e4f-a468-d8811c33fa81,55,29652.83,480,422,16,59220.45,4,0,1,0
7b695dc5-9a28-495d-83ae-d2ade6826d18,56,1722.72,198,695,16,182486.99,3,1,0,0
991df684-e218-4b53-b167-f88319934a47,49,81362.1,401,609,15,109814.8,1,0,0,0
23f32dd6-468e-4527-9868-ac04b561db26,57,28896.33,206,342,1,22454.12,3,0,1,0
ce4c0a7e-250a-4d82-9de1-346b13e805cc,71,9300.67,288,550,20,121834.09,1,0,1,1
9b931d08-c829-479d-997c-a74337eef919,48,38059.91,429,807,27,63253.84,3,0,1,0
47848249-aca9-4807-a92d-4990103eac7c,49,17772.01,495,643,11,115736.92,2,1,0,1
1313a55b-a812-46e3-8b0f-d8112ebc8168,20,81266.13,58,736,15,77294.74,2,0,1,0
66a04879-70ab-4045-8872-3d207d4ad0aa,46,69495.91,161,430,28,43098.66,3,1,1,0
3e965d60-5fdb-4423-a7e9-09c095058c43,37,75371.86,260,542,22,199043.15,3,0,0,0
615ae4fd-2041-4cdf-9d20-faa8b57749ba,77,76773.13,476,351,15,131079.07,2,0,0,0
dd5cef25-885b-4a5e-92f0-7d4bea2feec5,25,96351.65,240,325,23,125401.47,4,0,1,0
690455c0-509b-44ce-b5f5-7857b961a002,65,10637.79,268,506,23,62073.34,2,1,0,1
46131e20-2ac7-4489-9d0a-8b3f29ab8182,51,49863.18,448,668,10,47705.51,3,1,1,0
dfb8081f-dfd3-44d0-953b-f917247f8419,71,89374.16,263,566,7,103912.69,1,1,1,0
c3013de9-1525-4a45-bb43-853ae1104b7b,29,35926.3,117,720,14,151829.92,4,0,0,0
29161416-0a85-412c-bfeb-19802d2d222e,71,30371.45,116,559,11,187515.65,3,1,1,0
a9028827-edae-402b-bceb-f2bfc431ef24,71,55092.13,429,797,28,124351.61,1,1,0,0
ff3d0a27-13af-4ae4-86b0-a170475cacba,36,7764.61,270,633,3,138458.4,1,0,1,0
eab4f6fa-aa33-4d76-a230-638d6c7322c1,69,40130.35,79,516,19,20033.58,3,0,0,0
1396f66c-2cc4-48c5-bf0e-c2781aa59b7b,69,39755.1,320,386,25,189290.71,2,0,1,0
cce315f4-e71c-4a09-abd4-37a711910ff2,27,47793.88,391,795,29,40017.57,3,1,0,0
f20f50bc-1343-49e3-8c24-28537509a3d8,70,67594.57,4,726,22,30541.75,1,0,1,0
9ebf24c3-b14a-41cd-a6ed-9455bc66a3a6,78,57740.46,253,591,18,115394.66,3,0,1,1
8ec92522-a701-4ef5-b93d-2bb37865597a,35,17291.39,413,827,3,47260.19,3,0,1,0
34410fc2-c969-4ba0-86b0-b27bf4229a98,56,93962.9,474,338,9,169118.96,2,1,0,0
dcb42f65-52b4-4b30-ad5a-036a6cf39a67,29,82882.43,18,389,21,55135.49,1,0,0,1
1ea0f0e9-5b21-4c32-8ded-77d9e9ea9f35,40,32635.91,390,343,8,164303.17,3,0,1,0
979f45f9-e25c-4a10-b0d0-38c4ab253fae,54,1148.31,426,332,10,165741.51,2,1,0,0
d96afc34-b4ab-4b1a-b0dc-64d6acd2184c,71,8704.6,247,840,1,122040.7,1,0,1,0
c94b231a-e2e6-418b-af14-80044538f271,70,11734.25,274,558,7,182432.59,4,1,0,1
750a92d2-2624-47dd-9fe5-cdf68ee0901b,61,4931.43,378,822,4,55894.09,4,0,1,0
74756861-92e7-4d03-b753-0bf14a8ce2f5,39,21895.62,383,433,10,161192.99,1,0,0,0
bd81c4eb-9654-4d26-9367-e63c6a113c5b,48,54157.27,412,523,28,22579.56,1,0,1,0
05e361e3-71b3-49bd-9be9-fd29854cb298,49,82502.89,197,352,27,60819.07,3,1,0,0
811b2f33-ac86-48d0-8461-eecb1f64937f,76,16420.34,339,647,29,89607.27,2,1,0,1
e2610c36-ac02-4321-b9eb-46a3d4d0992e,46,48381.1,392,819,23,54949.32,3,1,0,0
355e44f5-2ef6-4c63-94b9-068a97ccb2eb,62,55373.73,16,632,3,178046.03,4,1,0,0
c33630f3-c7e9-433f-97cb-97de6bfc803e,24,9890.97,102,525,9,182497.48,1,0,1,0
dfd7242c-8f0d-4ab6-b558-b6fc0bbf9a44,60,58962.54,200,668,25,188647.02,1,0,1,0
2de2c56a-9fb7-4cbe-98be-e18d0a517b24,65,68087.76,420,470,6,143176.56,3,0,1,1
a066c0a8-e7e7-4cb0-8da1-91213cd16f6a,60,55517.71,146,614,28,50577.07,4,0,1,0
1c0fbef4-80c8-4b81-b946-029671f23ba9,64,41426.5,480,767,28,80366.89,2,0,1,0
beb1ab59-0b70-4fb2-b857-377bdb1856e1,43,59976.04,464,731,7,90766.48,1,0,0,0
616bf781-6c19-43a5-bef7-849211763a33,35,79771.65,66,669,15,186038.17,3,0,1,0
78ab8bfe-5687-40b7-99a7-f5b4cb08aac0,72,78264.34,35,608,26,177375.32,2,0,1,0
751391e8-4e52-499a-8edf-aaa3de948f18,18,41026.32,375,739,22,55059.23,4,0,1,0
9ba263f3-eaf8-4c46-8739-73e08056c26f,76,37274.81,28,552,17,192295.45,3,1,0,0
37eb98c9-af50-4ff4-b17c-3fd2a7d994a7,33,67608.55,126,642,28,199374.74,4,1,1,0
10d3c887-715c-42a3-b9f3-6b803f09a2c3,62,13387.68,236,738,23,122922.08,2,1,0,1
1f0c88b0-9083-40eb-b7fd-397506331768,18,35502.28,115,363,23,107084.46,3,1,1,1
e1d4588a-ff98-42f1-9f57-aabd9a37e70e,35,57601.78,225,612,7,119624.92,1,1,1,0
5976a5db-4250-4d26-a8cd-f928ed12f388,64,2617.39,170,434,18,27796.75,3,1,0,0
bd8b7110-d2c5-45c9-a845-5cce7557418e,62,41299.07,21,389,8,129819.43,1,0,0,0
351799de-382c-48b7-803b-859f008f296b,71,41968.04,401,327,9,52895.21,2,1,0,0
f907e8c8-e174-4c25-86d6-49cd7564bc03,74,24333.57,390,374,14,38841.67,3,0,0,0
ec497fc1-9b98-473f-b456-18ea037cd4d1,41,3190.0,448,540,20,93325.79,1,0,1,0
c82ef0bd-0549-4dd7-a9c9-c8ca8a4efe21,42,2354.19,126,790,2,180318.52,2,0,0,1
1cde30b5-0244-4731-bdb6-a06ee62583fe,42,75011.01,499,341,19,49631.69,4,1,1,0
28d676a1-74a1-41b0-a675-9d4662bc66d5,51,43655.92,45,320,26,32127.84,1,1,0,0
c69b066d-045c-4f6c-ac18-91b4c96d1a7d,59,77289.83,244,573,28,22629.62,1,0,0,0
0ce82fa4-3fbe-47a5-94a6-3b83202cdf78,57,66920.77,137,453,4,67879.58,3,0,0,1
64ea30a5-1832-425c-9f45-e22da9c70046,72,66290.53,79,824,4,199450.9,2,0,0,0
7f7f3949-7625-45ea-9142-5ae1081bf3c8,20,5017.17,366,820,21,20167.3,1,0,1,1
1a195bf9-2494-4b77-a286-35eaf9a0adde,73,41684.65,37,373,28,156447.28,4,0,1,0
0c630f6a-c78b-4627-9804-a5b42ea7ca68,77,21048.06,296,786,21,188217.9,2,1,0,1
cf0c40a3-35ee-429c-aee0-0bf7e5179726,48,69196.4,434,482,17,52842.45,1,0,1,0
223969ab-6dfc-4625-9809-14f2d5afa9b3,59,72638.51,195,398,18,57184.58,4,1,0,0
b0e28e5e-e423-4e7d-bc71-fa5ff6a1d350,76,780.79,382,666,16,166173.97,1,1,0,0
32184860-57ad-48f3-b540-33001288e1c9,72,76542.86,270,766,6,135482.34,2,0,0,0
2da76487-66f3-4887-a26c-468b3fcd362c,64,26814.79,179,799,19,177587.96,3,0,0,1
67dd7105-a9f4-458d-ad9a-6512cacaa691,27,76488.63,409,817,24,37551.38,2,0,1,0
b4ae783d-05c6-424b-884b-8e5eb5399f31,34,66968.76,331,837,19,75088.49,4,0,0,1
7398fefd-cc93-4e60-a039-a3ab4f69eefb,31,44596.41,176,320,22,139216.47,2,0,1,1
da40c685-f7ad-496f-aa2e-452afd3176d6,65,31360.66,59,626,9,197581.36,1,0,1,0
4ec9cd86-54fe-4419-90cc-f76b78085ad0,21,62535.48,387,536,8,174742.33,1,0,1,1
62684dbd-380c-477b-8a3a-33c973b2f562,61,19534.05,123,597,21,134488.52,3,1,0,0
8d55657a-766c-4d00-9f60-69f56bd6e122,34,46143.74,389,523,3,147689.99,2,0,1,0
fcb28ea8-7f77-4f89-a464-63fad6a22b59,65,69732.71,415,394,17,74763.54,4,0,1,0
1a93e002-c3c7-4ae0-9d8f-9e8d5f8dd3eb,31,32678.17,79,326,15,175249.37,3,1,0,0
02db4a61-d637-4ea8-8f3d-aae3ab42a9f4,64,86362.11,354,787,29,45065.73,2,1,0,0
c49b137f-b636-48d5-92fc-959243c816d8,51,36976.71,236,633,25,50887.35,2,1,0,1
1917921a-2156-49bd-b053-8a6ea56888b1,48,12276.62,409,849,14,196893.12,2,1,0,0
f306e5fd-a3f3-4f66-817d-62029cb9b3fb,42,59577.1,93,639,21,93927.66,2,0,0,1
aa277235-a3cf-4457-a03f-4ce0798df116,75,67387.3,427,572,16,66196.5,2,1,0,0
5e5ff55e-bdfd-4c5e-bf7b-9ebace9cd8e1,47,59645.41,487,624,5,185724.45,4,0,0,0
affb565d-f0f9-44a7-b903-0697926458af,26,41927.64,185,564,11,184700.28,4,1,1,1
6315bd71-cbbb-4a02-91fb-9420be9128e9,46,12124.32,366,829,7,187185.43,1,0,1,0
6246cda7-e09c-4393-8a92-e586c4b15088,78,34948.31,171,358,1,149369.26,1,0,1,1
2048171e-27d8-4091-9d71-32b1f4d0402e,79,23349.56,87,771,24,132439.52,4,1,1,0
bf973168-7166-4575-a1e5-7b5ea4512670,54,68682.74,189,725,17,175060.22,3,1,0,0
f6eb7796-5da4-4029-9b5a-4c6d50ea69b6,51,46127.29,323,370,24,77730.41,3,1,1,0
e6df554d-c9c8-4e43-8ff2-54b309293bf7,18,88661.6,305,351,18,37526.04,1,1,1,1
51f46d49-ff8c-4013-9724-ded51786661f,64,40407.75,435,497,20,168954.26,2,1,0,1
2a2e2f7f-ace6-4938-a892-afca303f1d30,66,23433.38,431,382,22,119998.92,3,1,0,0
a714a5e8-2e0f-454c-9e49-f21f62eabdea,46,87602.9,212,425,29,152733.79,2,1,0,1
6aee6271-fcc1-44f3-9ebb-7fd340c9f944,65,70919.02,122,572,6,77672.23,1,0,1,1
896aec6f-a71b-464f-a493-225f0e8d5677,20,63527.18,403,781,3,156959.48,1,1,0,0
70c39e76-bd3b-4856-8e4f-756cd5fcf46e,54,17270.46,385,518,21,174736.16,4,0,0,0
5fe38d13-7e74-41f9-8901-3c9f9d0c1732,43,51226.87,65,470,17,167532.48,3,0,1,0
e8669cb1-9df4-4c0a-87ce-9dbaeaa251be,61,28967.96,302,751,14,118019.96,3,1,0,0
62b2189c-671a-41a1-a104-174b69691f74,67,31099.82,485,449,9,136196.18,2,0,0,0
2998d488-0fe8-42a8-a648-7f273d010cc2,36,37798.58,45,396,23,191147.36,1,0,0,1
ad88cde6-e5fb-4576-be65-875c5a1f4478,43,73497.39,36,518,25,147072.12,2,0,1,0
e4cb8d93-3ca2-4de9-830c-46c9cdf01e28,40,62062.11,208,633,29,81666.39,3,0,0,0
edf61635-78a6-40f4-979d-805092371871,50,93812.61,151,814,26,132578.02,2,0,0,1
0a0d1f5e-14dd-4e0f-aa3e-ef917de9aad0,78,31438.94,224,817,7,131450.25,2,1,1,1
8d5f0f5b-8eae-44c2-afe1-5d15430b4569,79,24259.64,97,373,19,62746.99,2,0,1,1
277e4e5e-ddb9-4da9-995b-4a3e964fb482,33,69638.38,15,583,17,54768.8,3,1,1,0
5621debe-ae0c-4f49-8f3c-6c5b743a7739,53,51777.62,13,570,25,143096.62,2,1,0,0
86ead04f-a65a-47d2-a647-d7f6cc744dcb,28,5668.51,101,475,11,35672.82,1,0,1,0
51102236-9e72-4ccf-8882-77b030641cad,73,54442.91,216,528,25,21088.47,1,1,1,1
c859e202-10f0-49df-a647-163082485c24,21,92613.35,117,667,8,148645.22,1,0,1,1
cc014180-e382-4da5-a02f-3e9841cfcfd1,41,8187.28,401,573,10,49921.29,1,0,1,0
bcc94938-73bc-4f67-966e-d47bb5ac5d28,31,76006.38,223,431,18,110361.48,4,1,0,1
e99ef73c-252f-4d4a-bd88-a2ae1422818d,26,31472.98,155,546,19,35679.67,2,0,1,0
00713ea3-31ed-41ef-ba7e-b7b98e146739,45,62461.65,480,430,2,185099.71,3,0,1,0
84d4565f-cf21-43d3-a788-54e7fd2adf4e,66,31287.97,131,348,23,169928.73,4,1,1,1
74f43f77-c936-4614-828d-182779826c6c,24,33988.11,356,707,29,154068.51,1,0,0,0
5d1534ce-b7ce-4899-89b6-d7d249746d78,33,38807.9,200,456,7,84256.84,4,1,1,0
2b094c43-809f-46e6-808c-7c12dd093cd3,31,54615.03,90,633,7,107244.11,1,0,1,0
b60a83a1-a828-4c14-a9f9-8212a60301e6,69,53182.55,410,758,2,96878.91,2,0,1,1
a8bb066e-6391-46cd-be20-f0c9ab14e783,50,70757.16,216,581,21,57076.41,4,1,1,0
86bc6542-87fd-4422-8235-e48febbab8a6,40,24311.13,279,636,16,119118.88,4,1,0,1
30515a26-37e8-437c-8522-a852411e3adc,72,73151.93,322,811,4,95292.4,3,1,1,0
6971e83e-1f04-4dcc-85b4-b83cb73f1e71,23,49775.66,356,577,18,79011.71,3,1,1,0
58754493-e3e5-40ae-9864-4ab4570b0527,57,47396.22,48,318,6,57258.85,1,0,0,0
2720325f-4a90-4bfc-9ec7-74696ed2679e,76,68070.4,143,491,3,49789.96,3,0,0,0
8fa49b13-8465-4ecc-8836-73170a42b093,20,19729.05,17,453,21,154642.89,1,0,1,1
a3694a15-53cb-407c-87db-9a47986c23ab,41,73900.48,119,825,23,149464.14,4,1,1,0
69abe7d6-d8f3-41a6-b60e-23df4aad924e,51,5377.39,122,815,10,49925.96,2,0,1,1
5a19a4c9-3c32-47a2-a919-d1c932b621fc,35,72790.35,130,311,17,149803.82,2,1,0,0
3d7358ef-23e5-4288-b3d8-864db34d1ab8,74,60286.67,329,301,8,70334.54,4,0,1,0
5df8a670-c17e-4171-a42d-1f064fb220b9,37,25822.15,292,776,10,98524.28,2,1,1,0
e5645062-6445-49e5-a64b-6759fc1c2ff8,39,55861.3,306,777,7,180812.85,3,0,0,0
66e18f9e-5e92-4214-8b39-b9afc16f2545,55,83657.92,189,385,12,173398.23,2,1,1,0
9728ccc1-8206-40a1-8248-09f744885aeb,67,6404.33,51,565,24,195043.05,4,1,0,0
3efa5134-4c01-4ca6-b55a-18815130fe0a,56,48401.46,443,317,24,155027.58,4,1,1,0
07f42b0e-79e2-494a-8a5e-5319818b48e0,44,25609.8,180,843,10,123825.43,3,0,1,0
ebb6b3c7-985e-4631-ad36-9f23f3e3cf96,57,83432.99,477,754,8,189880.06,2,1,0,0
590e327d-f16d-4b9a-9bba-0438b0ba5385,51,61709.6,435,701,14,83035.76,4,0,1,0
53ac51ee-d9ab-47c0-ac4f-8077215e37bd,27,40483.74,177,438,2,194613.4,4,0,0,0
6425f372-c385-4bc8-a0d9-a7a51653f0f3,42,28592.06,403,509,5,72207.93,2,0,0,0
b1bce205-484c-4ba6-b0d6-6716aa38bde5,18,9654.51,34,829,25,118518.44,2,1,1,0
de08c690-7b75-4db2-8a43-6c42e93e245f,46,22109.88,104,549,12,183122.03,4,1,1,0
006ac648-232c-4282-b4eb-ccbcca71fae1,39,69522.35,127,581,26,123619.75,4,0,1,0
7fc05ba6-7a1c-433a-8e99-fc6b60e8399e,26,40701.01,485,696,5,54551.98,4,0,0,0
a5f64d30-699f-49ef-a4f6-16e094732edc,67,84512.59,248,339,28,141751.71,3,0,1,0
3430f8cd-b861-417f-809b-3ba597798138,23,47468.38,11,325,29,27260.09,1,0,1,0
80e51d5a-5b37-4983-b009-4470617b298f,66,98466.98,424,760,23,191377.22,2,0,0,0
47790068-8b48-4d0b-bba6-719a51e646dd,33,80876.2,362,708,12,100248.6,1,1,1,0
f42853a1-2309-48e2-8706-3e69c3ef7f31,26,53882.47,438,583,24,41734.39,2,1,1,0
8308e61b-936b-4da9-9311-66ea839186e7,59,48862.94,58,374,10,97155.97,1,0,0,0
353bb31f-9fc6-449c-8b38-3716ffc61046,25,92374.12,307,676,15,152938.29,1,0,0,0
88c1e079-c410-4a3c-99ca-5164086d849f,27,30518.59,4,580,23,87896.32,4,0,0,0
83117a7a-c14a-4c16-8af6-ddd865072294,70,18147.69,419,809,25,78719.69,1,1,1,0
a0d09037-55d9-4902-8820-92ba7cfef0a4,62,24330.17,28,635,12,61469.6,2,1,0,0
366a8665-f09f-4ec0-8900-f6555fe8c310,43,11912.02,251,469,22,47313.72,1,1,1,0
de5b07e2-676c-414a-b003-48cdc77bc839,21,70139.65,457,498,23,21323.55,4,1,0,0
df31fd61-3d36-4eff-9399-ebbfd41b1b3c,64,36888.19,168,350,11,110350.17,4,0,1,0
41cf7fd6-ad85-4853-8f69-b8fb0cc166bc,74,79800.69,399,838,4,188997.86,2,1,1,1
18de5232-59b1-463b-b6e3-5072ab08940f,39,68943.2,114,802,28,32375.7,3,0,1,0
8e6317d8-84b3-48f9-bb54-3597897f7ac5,61,20479.06,343,545,21,31196.92,3,1,1,0
b9b7b573-bc41-47c2-ad80-3aa2657f25a8,32,50324.74,37,632,19,74882.56,2,1,1,0
0e38d3d7-5233-4428-ae30-c3123b5722a6,37,78026.8,365,599,7,21717.8,1,1,0,1
07ef1536-f384-4342-b07e-f73b85740ce1,22,813.49,480,341,9,52249.51,1,1,1,0
a192ad15-7856-43b6-9fc2-ddd486a650cd,44,98372.79,179,704,8,42436.54,1,0,1,0
f6b2feb5-e03a-4942-a8c5-9051be48b8ce,38,8013.39,145,368,26,44198.02,3,1,0,1
6a0fdbc1-3b37-4a76-8b08-4caceeb74161,60,2807.95,484,605,1,40148.22,4,0,1,0
a51b71e7-d8eb-48fc-8205-9e7ec07d4cc0,66,98670.09,108,565,6,183595.77,3,1,0,0
80f6d168-2c6c-4f6a-984d-6e8db81cf2f8,33,96209.64,471,671,20,118514.85,1,1,0,0
a6af40dc-ff53-470a-bca2-e76f9b8a9f3e,35,32500.46,57,318,1,199782.73,3,1,0,0
